feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Red Star Point|Summit|California|Greek Store|39.053282|-120.5339279
Red Star Ridge|Ridge|California|Royal Gorge|39.1833318|-120.4164575
Redwood Mountain|Ridge|California|General Grant Grove|36.6841524|-118.9248163
Mount Reinstein|Summit|California|Mount Goddard|37.0794205|-118.7383532
Relief Peak|Summit|California|Emigrant Lake|38.2372832|-119.6970779
Repeater Hill|Summit|California|Boards Crossing|38.2526902|-120.2205227
Reversed Peak|Summit|California|June Lake|37.8044708|-119.0994058
Reynolds Peak|Summit|California|Ebbetts Pass|38.5806389|-119.8385678
Rice Hill|Summit|California|Antelope Valley|39.6449311|-120.3605532
Mount Rixford|Summit|California|Mount Clarence King|36.7848556|-118.3988868
Robbs Peak|Summit|California|Robbs Peak|38.9246561|-120.4035815
Roberts Ridge|Ridge|California|Blanco Mountain|37.4151958|-118.1434982
Rock Mountain|Summit|California|Millerton Lake East|37.1044052|-119.519056
Rocky Peak|Summit|California|Goodyears Bar|39.5736811|-120.9536811
Rodgers Peak|Summit|California|Mount Lyell|37.7250221|-119.2574617
Round Hill|Summit|California|Garden Valley|38.8272961|-120.7867766
Round Mountain|Summit|California|Coyote Flat|37.2076347|-118.4326715
Round Mountain|Summit|California|Omo Ranch|38.5384966|-120.6165381
Round Top|Summit|California|Caples Lake|38.6635535|-120.0012701
Round Valley Peak|Summit|California|Mount Morgan|37.4489183|-118.6818623
Royce Peak|Summit|California|Mount Hilgard|37.3181738|-118.7708958
Mount Ruskin|Summit|California|Mount Pinchot|36.9784671|-118.4733528
Mount Russell|Summit|California|Mount Whitney|36.5906707|-118.2890359
Sachse Monument|Summit|California|Emigrant Lake|38.1526307|-119.6720437
Saddle Mountain|Summit|California|Pollock Pines|38.8464646|-120.582773
Saddleback Mountain|Summit|California|Mount Fillmore|39.636672|-120.8644023
Sadler Peak|Summit|California|Mount Lyell|37.6385754|-119.2733529
Sage Hen Peak|Summit|California|Crooked Creek|37.478624|-118.085819
Sage Hill|Summit|California|Foresthill|39.0324891|-120.7551319
Sagehen Peak|Summit|California|Dexter Canyon|37.8526245|-118.8417923
Saint Charles Hill|Summit|California|Goodyears Bar|39.5679115|-120.9115416
San Joaquin Mountain|Summit|California|Mammoth Mountain|37.7190941|-119.1062002
Sawmill Mountain|Summit|California|Ascension Mountain|37.8267289|-119.9364083
Sawmill Point|Summit|California|Aberdeen|36.9170122|-118.3205805
Sawmill Ridge|Ridge|California|Blue Nose Mountain|39.7582015|-120.8569069
Schaffer Mountain|Summit|California|Adin Pass|41.357344|-120.8943546
Schallenberger Ridge|Ridge|California|Norden|39.3062926|-120.2659962
Scott Ridge|Ridge|California|Jawbone Ridge|37.7845147|-120.0096991
Scylla|Summit|California|Mount Goddard|37.0801291|-118.6896676
Second Garrotte Ridge|Ridge|California|Groveland|37.810666|-120.1824629
Second Sugarloaf|Summit|California|Foresthill|39.0994702|-120.8733015
Secret Ridge|Ridge|California|Downieville|39.5354899|-120.8109387
Mount Senger|Summit|California|Mount Hilgard|37.2777025|-118.8583949
Sentinel Dome|Summit|California|Cedar Grove|36.7588304|-118.6447351
Sentinel Ridge|Ridge|California|Mount Silliman|36.7322662|-118.7149877
Sevenmile Hill|Ridge|California|Lodgepole|36.5749571|-118.6918099
Mount Shakspere|Summit|California|North Palisade|37.0366669|-118.5325724
Sheep Mountain|Summit|California|Mount Barcroft|37.527503|-118.2180429
Sherwin Hill|Ridge|California|Casa Diablo Mountain|37.5089527|-118.6109574
Shovel Grave|Summit|California|Calaveras Dome|38.4827611|-120.1997324
Signal Peak|Summit|California|Cisco Grove|39.3389354|-120.5354761
Mount Silliman|Summit|California|Mount Silliman|36.6432452|-118.6967643
Silver Hill|Summit|California|Heenan Lake|38.6379668|-119.6993926
Silver Hill|Summit|California|Robbs Peak|38.8985107|-120.4687977
Silver Knob|Summit|California|Fish Camp|37.4326157|-119.6829261
Silver Peak|Summit|California|Ebbetts Pass|38.5671228|-119.7579327
Skyhigh|Summit|California|Mount Fillmore|39.6993832|-120.863183
Slate Castle|Pillar|California|Downieville|39.5354522|-120.8105006
Slick Rock|Summit|California|Loon Lake|38.8832354|-120.288235
Slide Mountain|Summit|California|Matterhorn Peak|38.0380892|-119.4511162
Smith Peak|Summit|California|Jawbone Ridge|37.8007045|-120.1007742
Smith Peak|Summit|California|Blairsden|39.8673427|-120.5306965
Alder Ridge|Ridge|California|Tragedy Spring|38.6684849|-120.2365711
Bailey Ridge|Ridge|California|Calaveras Dome|38.4090539|-120.1729105
Bald Mountain|Summit|California|Eagle Peak|41.2504564|-120.2296706
Banner Ridge|Ridge|California|Banner Ridge|37.7005213|-118.5796912
Barney Cavanah Ridge|Ridge|California|Duncan Peak|39.1498443|-120.5117308
Bass Hill|Summit|California|Janesville|40.3378172|-120.5243136
Bear Mountain|Summit|California|Nelson Mountain|37.096377|-119.0941419
Beaver Ridge|Ridge|California|Peddler Hill|38.5443385|-120.303297
Benton Range|Ridge|California|Banner Ridge|37.7004988|-118.5796949
Big Mountain Ridge|Ridge|California|Peddler Hill|38.6046544|-120.3722089
Blue Mountain|Summit|California|Dorrington|38.3421068|-120.3649061
Blue Nose Ridge|Ridge|California|Blue Nose Mountain|39.7538285|-120.8109842
Brown Peak|Summit|California|Dogtooth Peak|37.1254444|-119.0571332
Buckingham Mountain|Summit|California|Buckingham Mountain|37.5231283|-119.8585313
Bug Table|Summit|California|North Fork|37.1282082|-119.5775218
Bunker Hill Ridge|Ridge|California|Blue Nose Mountain|39.759556|-120.853919
Campito Mountain|Summit|California|Blanco Mountain|37.4986709|-118.201352
Carson Hill|Summit|California|Angels Camp|38.0211285|-120.5036487
Cat Creek Ridge|Ridge|California|Peddler Hill|38.6093922|-120.2887183
Contention Ridge|Ridge|California|Columbia SE|38.1207768|-120.3124064
Deer Ridge|Ridge|California|Rough Spur|36.8838225|-118.9050283
Eagle Peak|Summit|California|Nelson Mountain|37.0883459|-119.01649
Feliciana Mountain|Summit|California|Feliciana Mountain|37.593908|-119.9191761
Fish Creek Mountain|Summit|California|North Fork|37.1649086|-119.5773687
Footman Ridge|Ridge|California|Buckingham Mountain|37.5504364|-119.825929
Fowler Mountain|Summit|California|North Fork|37.1442719|-119.5299739
Fugua Ridge|Ridge|California|Coulterville|37.7168885|-120.2364651
Gimasol Ridge|Ridge|California|Buckingham Mountain|37.6236798|-119.872382
Grand Dike|Ridge|California|Wren Peak|36.8478259|-118.75539
Granite Mountain|Summit|California|Cowtrack Mountain|37.92426|-118.7710599
Greeley Hill|Summit|California|Coulterville|37.7428438|-120.1553644
Hall Mountain|Summit|California|Nelson Mountain|37.0301326|-119.0103588
Horseshoe Bend Mountain|Summit|California|Coulterville|37.6811563|-120.2098317
Hunter Valley Mountain|Summit|California|Coulterville|37.641872|-120.2260081
Iron Mountain Ridge|Ridge|California|Leek Spring Hill|38.6630356|-120.2618961
Kirby Peak|Summit|California|Buckingham Mountain|37.5221255|-119.790145
Lafayette Ridge|Ridge|California|Alleghany|39.4878095|-120.7801353
Le Conte Divide|Ridge|California|Mount Goddard|37.0888144|-118.7499046
Malum Ridge|Ridge|California|Bass Lake|37.2745062|-119.516961
Marble Point|Summit|California|Nelson Mountain|37.1093851|-119.1056602
Mill Creek Ridge|Ridge|California|Leek Spring Hill|38.7076459|-120.3554779
Mountain View Peak|Summit|California|North Fork|37.1765581|-119.6099365
Murphy Mountain|Summit|California|Coloma|38.8083233|-120.8779585
Nelson Mountain|Summit|California|Nelson Mountain|37.0894611|-119.0490759
Panther Ridge|Ridge|California|Peddler Hill|38.542487|-120.3261113
Peavine Ridge|Ridge|California|Pyramid Peak|38.7960335|-120.2474838
Peavine Ridge|Ridge|California|Greek Store|39.0813068|-120.5744105
Peñon Blanco Point|Summit|California|Coulterville|37.7460123|-120.2392579
Pilot Ridge|Ridge|California|Ascension Mountain|37.7626286|-119.9359506
Plum Creek Ridge|Ridge|California|Leek Spring Hill|38.7079792|-120.364896
Plummer Ridge|Ridge|California|Tragedy Spring|38.6298736|-120.2387972
Portuguese Ridge|Ridge|California|Buckingham Mountain|37.5513676|-119.8583331
Prospect Rock|Pillar|California|Peddler Hill|38.5526877|-120.3493637
San Juan Ridge|Ridge|California|Alleghany|39.4169628|-120.7976995
Smiley Mountain|Summit|California|North Fork|37.2435791|-119.565613
Smith Ridge|Ridge|California|Jawbone Ridge|37.7935437|-120.0784024
Smiths Point|Ridge|California|Foresthill|39.0346324|-120.8358723
Snakehead Point|Summit|California|Dutch Flat|39.1754163|-120.7808845
Snow Ridge|Ridge|California|Camino|38.7169458|-120.6572894
Snowden Hill|Summit|California|Goodyears Bar|39.5151316|-120.9438863
Snyder Ridge|Ridge|California|Buckingham Mountain|37.5857442|-119.8399286
Soapstone Ridge|Ridge|California|Kinsley|37.6986371|-119.938605
Mount Solomons|Summit|California|Mount Goddard|37.1064573|-118.6742203
Sonntag Hill|Summit|California|Chicago Park|39.1865354|-120.9630728
Sontag Point|Summit|California|Verplank Ridge|36.7520442|-119.0817879
Source Point|Summit|California|Cascadel Point|37.2244199|-119.3891876
Sourdough Hill|Summit|California|Homewood|39.0257019|-120.2197529
South Long Point|Ridge|California|Foresthill|39.0606599|-120.8323824
South Sister|Summit|California|Mount Patterson|38.4824145|-119.3001579
Spanish Hill|Summit|California|Garden Valley|38.8245182|-120.8116061
Washeshu Peak|Summit|California|Granite Chief|39.1805181|-120.269649
Hungalelti Ridge|Ridge|California|Caples Lake|38.6322078|-120.0601753
Stafford Mountain|Summit|California|Mount Fillmore|39.7420954|-120.8264687
Stag Dome|Summit|California|Cedar Grove|36.8208156|-118.7012295
Stanford Rock|Pillar|California|Homewood|39.1240736|-120.2038037
Mount Stanford|Summit|California|Mount Abbot|37.4893393|-118.7962871
Mount Starr|Summit|California|Mount Abbot|37.4290273|-118.7651963
State Peak|Summit|California|Marion Peak|36.9319791|-118.5454291
Stevens Peak|Summit|California|Carson Pass|38.7335294|-119.9826478
Stony Hill|Summit|California|Greenwood|38.9467038|-120.9840543
Streeter Mountain|Summit|California|Mariposa|37.4470881|-119.8794904
Sugar Pine Point|Summit|California|Duncan Peak|39.2466259|-120.5453683
Sugarloaf|Summit|California|Mount Silliman|36.7304833|-118.6588253
Sugarloaf|Summit|California|Coyote Flat|37.1841907|-118.4358371
Sugarloaf|Summit|California|Kyburz|38.7768801|-120.3082551
Sugarloaf|Summit|California|Dutch Flat|39.1722114|-120.7571006
Sugarloaf|Summit|California|Goodyears Bar|39.6037941|-120.9190003
Sugarloaf|Summit|California|McKesick Peak|40.0251285|-120.2204331
Sugarloaf Hill|Summit|California|Auberry|37.1210024|-119.3940201
Sugarloaf Hill|Summit|California|Columbia|38.0558594|-120.4648856
Summit Hill|Summit|California|Greenwood|38.9532267|-120.9245874
Summit Level Ridge|Ridge|California|Boards Crossing|38.3517067|-120.2186096
Sunflower Knob|Summit|California|Emerson Peak|41.2084533|-120.2366815
Sunset Point|Summit|California|Huntington Lake|37.2169101|-119.2393969
Sunset Rock|Summit|California|Giant Forest|36.5757145|-118.7745904
Sweetwater Point|Summit|California|Feliciana Mountain|37.5699122|-119.8855658
Sweetwater Ridge|Ridge|California|Feliciana Mountain|37.6110163|-119.9047636
Switchback Peak|Summit|California|Giant Forest|36.5387735|-118.7908025
Table Mountain|Summit|California|Mount Thompson|37.1852228|-118.5821922
Table Mountain|Summit|California|Downieville|39.5113294|-120.8451694
Table Mountain|Summit|California|Millerton Lake East|37.0186278|-119.6077571
Table Rock|Summit|California|Kyburz|38.8486873|-120.2854502
Table Rock|Summit|California|La Porte|39.7037779|-120.8822433
Tahoe Mountain|Summit|California|Emerald Bay|38.9102137|-120.0358116
Talking Mountain|Summit|California|Echo Lake|38.8326299|-120.0694253
Mount Tallac|Summit|California|Emerald Bay|38.9058967|-120.098848
Tawny Point|Summit|California|Mount Brewer|36.6285073|-118.3760037
Telegraph Hill|Summit|California|Columbia SE|38.0310028|-120.3516346
Telephone Ridge|Ridge|California|Peddler Hill|38.6147198|-120.3548892
Telephone Ridge|Ridge|California|Riverton|38.8028391|-120.4662735
Tells Peak|Summit|California|Loon Lake|38.9598354|-120.254409
Tennessee Mountain|Summit|California|Mount Fillmore|39.6893343|-120.8311918
Texas Hill|Summit|California|Buckhorn Peak|37.6927365|-120.0169005
Tharps Rock|Pillar|California|Lodgepole|36.5852201|-118.6684301
The Citadel|Summit|California|North Palisade|37.0652267|-118.6111447
The Hermit|Summit|California|Mount Darwin|37.1628967|-118.7184869
The Hogback|Ridge|California|Onion Valley|39.8187596|-120.8877697
The Hogsback|Ridge|California|Aberdeen|36.906228|-118.3245492
The Hunchback|Summit|California|Mount Thompson|37.1787769|-118.5243145
The Jumpoff|Summit|California|Boundary Peak|37.8128013|-118.352265
The Major General|Pillar|California|Mount Whitney|36.5110466|-118.2581439
The Miter|Summit|California|Mount Whitney|36.5349986|-118.2647245
The Nipple|Summit|California|Carson Pass|38.639953|-119.9330097
The Pinnacles|Ridge|California|Mount Hilgard|37.2840681|-118.8142759
The Thumb|Pillar|California|Crystal Crag|37.5766045|-119.0259629
The Tombstone|Pillar|California|Florence Lake|37.2691078|-118.9148379
Thimble Peak|Summit|California|Caples Lake|38.6624871|-120.0605147
Thompson Peak|Summit|California|Duckwall Mountain|37.9991853|-120.0689963
Thompson Peak|Summit|California|Freel Peak|38.7966284|-119.9440127
Thompson Peak|Summit|California|Janesville|40.2609042|-120.5576457
Thompson Ridge|Ridge|California|Mount Thompson|37.1477174|-118.610384
Thor Peak|Summit|California|Mount Whitney|36.5768549|-118.2657399
Three Sisters|Summit|California|Dogtooth Peak|37.1412263|-119.0607852
Threemile Rock|Summit|California|Grizzly Valley|39.8892556|-120.5614681
Thunder Hill|Summit|California|Boards Crossing|38.285551|-120.1729769
Thunderbolt Peak|Summit|California|North Palisade|37.0974877|-118.5172926
Tinker Knob|Summit|California|Granite Chief|39.2446348|-120.28493
Tioga Peak|Summit|California|Mount Dana|37.9494319|-119.2463993
Tivy Mountain|Summit|California|Pine Flat Dam|36.8003623|-119.359258
Mount Tom|Summit|California|Mount Tom|37.338556|-118.6569361
Mount Tom|Summit|California|Balloon Dome|37.3757302|-119.1791014
Trabuco Mountain|Summit|California|O'Neals|37.2467838|-119.7374463
Triple Divide Peak|Summit|California|Mount Lyell|37.6320601|-119.3703233
Trojan Peak|Summit|California|Mount Williamson|36.6423223|-118.3152859
Trumbull Peak|Summit|California|El Portal|37.6878886|-119.8614888
Tryon Peak|Summit|California|Ebbetts Pass|38.5217975|-119.7879432
Tunnabora Peak|Summit|California|Mount Whitney|36.6051277|-118.2821847
Turn Table|Summit|California|Blue Nose Mountain|39.8504908|-120.8681004
Twin Peaks|Summit|California|Homewood|39.1123183|-120.2318051
Two Peaks|Summit|California|Loon Lake|38.9031625|-120.2829581
Two Teats|Summit|California|Mammoth Mountain|37.7120203|-119.100023
University Peak|Summit|California|Mount Williamson|36.7480794|-118.3618702
Vennacher Needle|Summit|California|Mount Pinchot|36.9987692|-118.4738419
Volcanic Knob|Summit|California|Graveyard Peak|37.3969729|-118.8893617
Volcanic Ridge|Ridge|California|Mount Ritter|37.6712082|-119.160181
Wagner Ridge|Ridge|California|Groveland|37.7899689|-120.1672937
Mount Wallace|Summit|California|Mount Darwin|37.1468068|-118.6567979
Mount Warren|Summit|California|Mount Dana|37.989934|-119.2233573
Washington Ridge|Ridge|California|Washington|39.323909|-120.8284761
Waterhouse Peak|Summit|California|Freel Peak|38.7761463|-119.9649098
Wawona Dome|Summit|California|Mariposa Grove|37.5560411|-119.6129202
Wawona Point|Summit|California|Mariposa Grove|37.518574|-119.6005832
Wheel Mountain|Summit|California|Mount Goddard|37.0467269|-118.629452
Wheeler Ridge|Ridge|California|Mount Morgan|37.404371|-118.7166851
Wheeler Peak|Summit|California|Mount Patterson|38.4186396|-119.2886292
Whisky Hill|Summit|California|Duncan Peak|39.1937529|-120.576327
Whisky Ridge|Ridge|California|Shuteye Peak|37.3155881|-119.4370734
White Cap|Summit|California|Blue Nose Mountain|39.8350682|-120.7852778
White Divide|Ridge|California|Mount Goddard|37.0701424|-118.7339966
Mount Whitney|Summit|California|Mount Whitney|36.57857|-118.2924218
Whittakers Dardanelles|Ridge|California|Liberty Hill|38.3698399|-120.0010359
Wildcat Ridge|Ridge|California|Diamond Mountain|40.260423|-120.6281343
Williams Butte|Summit|California|Lee Vining|37.919098|-119.1150425
Wilson Butte|Summit|California|June Lake|37.7837655|-119.0261581
Mount Winchell|Summit|California|North Palisade|37.1045961|-118.5261656
Windless Ridge|Ridge|California|Buckingham Mountain|37.5420963|-119.8042634
Window Peak|Summit|California|Mount Pinchot|36.8899306|-118.4591044
Windy Peak|Summit|California|Marion Peak|36.9726041|-118.6110207
Windy Ridge|Ridge|California|Marion Peak|36.9448805|-118.5500865
Mount Wood|Summit|California|Koip Peak|37.8092435|-119.1659474
Woods Ridge|Ridge|California|Cherry Lake South|37.9592822|-119.9688351
Mount Woodworth|Summit|California|North Palisade|37.0254451|-118.6170058
Mount Wynne|Summit|California|Mount Pinchot|36.9380113|-118.4029183
Yankee Hill|Ridge|California|Columbia SE|38.0428835|-120.356726
Mount Young|Summit|California|Mount Whitney|36.5810416|-118.3276232
Yucca Mountain|Summit|California|Giant Forest|36.5716423|-118.8701233
Yucca Ridge|Ridge|California|Giant Forest|36.5891193|-118.848736
Zion Hill|Summit|California|Blue Canyon|39.3531171|-120.6351774
Mount Adelaide|Summit|California|Mount Adelaide|35.430298|-118.7445235
Anderson Ridge|Ridge|California|Bear River Reservoir|38.6122205|-120.2308195
Angora Mountain|Summit|California|Kern Lake|36.2643257|-118.446047
Balance Rock|Pillar|California|Posey|35.8049513|-118.6561994
Bald Eagle Peak|Summit|California|Lake Isabella South|35.5449317|-118.4788115
Bald Hills|Ridge|California|Posey|35.785086|-118.686868
Bald Knob|Summit|California|White River|35.8468211|-118.7502923
Bald Mountain|Ridge|California|Caldwell Mesa|35.1456803|-120.3121441
Bald Mountain|Summit|California|Arroyo Grande NE|35.2399202|-120.5029729
Ball Mountain|Summit|California|Long Canyon|36.0638792|-118.0939772
Banada Ridge|Ridge|California|Breckenridge Mountain|35.4249487|-118.5814241
Basket Peak|Summit|California|Glennville|35.653543|-118.6392208
Basket Ridge|Ridge|California|Alta Sierra|35.6632877|-118.6047598
Battle Mountain|Summit|California|Dennison Peak|36.2522144|-118.7895922
Bear Trap Ridge|Ridge|California|Posey|35.8276454|-118.6371154
Big Campbell|Summit|California|Globe|36.0924969|-118.8690995
Big Rocks|Pillar|California|Branch Mountain|35.1305295|-120.1168114
Black Butte|Summit|California|Lopez Mountain|35.312139|-120.5924431
Black Mountain|Summit|California|Alta Sierra|35.7416824|-118.5238791
Blackrock Mountain|Summit|California|Casa Vieja Meadows|36.1791648|-118.2779989
Blossom Peak|Summit|California|Kaweah|36.4238657|-118.8889545
Blue Ridge|Ridge|California|Dennison Peak|36.2849185|-118.8380967
Boar Peak|Summit|California|Huasna Peak|35.047127|-120.3556381
Bodfish Peak|Summit|California|Lake Isabella South|35.5501049|-118.45321
Bonnet Rock|Pillar|California|Caldwell Mesa|35.219696|-120.3051558
Branch Mountain|Summit|California|Branch Mountain|35.185175|-120.084982
Breckenridge Mountain|Summit|California|Breckenridge Mountain|35.4507652|-118.5837056
Brown Mountain|Summit|California|Miranda Pine Mountain|35.1240162|-120.1212653
Brown Peak|Summit|California|Piute Peak|35.4843951|-118.4239598
Burnt Ridge|Ridge|California|Johnsondale|35.9105835|-118.5581547
Cahoon Mountain|Summit|California|Dennison Peak|36.3730391|-118.8222747
Caldwell Mountain|Summit|California|Caldwell Mesa|35.1734933|-120.3336284
Cane Peak|Summit|California|Lake Isabella North|35.726127|-118.4876374
Cannell Peak|Summit|California|Cannell Peak|35.8649957|-118.361218
Capitol Rock|Summit|California|Johnsondale|35.9810717|-118.5269558
Carver Peak|Summit|California|Posey|35.8015966|-118.705677
Case Mountain|Summit|California|Case Mountain|36.411199|-118.8031402
Castle Rock|Summit|California|Hockett Peak|36.1772116|-118.4588745
Cerro Alto|Summit|California|Atascadero|35.4144985|-120.733835
Chimney Peak|Summit|California|Lamont Peak|35.8663309|-118.0424548
Cirque Crest|Ridge|California|Marion Peak|36.9567849|-118.5223548
Cirque Peak|Summit|California|Cirque Peak|36.4769355|-118.2369766
Comb Rocks|Summit|California|Kaweah|36.4773559|-118.9009665
Cook Peak|Summit|California|Lake Isabella South|35.6216672|-118.4381003
Cooks Peak|Summit|California|Alta Sierra|35.7048259|-118.5483236
Cow Mountain|Summit|California|Globe|36.0578605|-118.7853141
Coyote Peaks|Summit|California|Kern Lake|36.3120872|-118.4473675
Coyote Point|Summit|California|Atascadero|35.3833023|-120.7328098
Crag Peak|Summit|California|Crag Peak|36.1117599|-118.1534459
Deer Island|Summit|California|Monache Mountain|36.1913081|-118.1509115
Deer Mountain|Summit|California|Haiwee Pass|36.1494326|-118.1237835
Dennison Mountain|Summit|California|Moses Mountain|36.3184137|-118.7462563
Dennison Peak|Summit|California|Dennison Peak|36.2970284|-118.760051
Dennison Ridge|Ridge|California|Moses Mountain|36.3378607|-118.6820718
Devils Thumb|Summit|California|California Hot Springs|35.9472536|-118.7128125
Eagle Peak|Summit|California|Atascadero|35.4264097|-120.6876562
Mount Eisen|Summit|California|Mineral King|36.4982813|-118.5685054
Elephant Knob|Summit|California|Johnsondale|35.9980853|-118.5124444
Empire Mountain|Summit|California|Mineral King|36.467275|-118.5772089
Finger Rock|Pillar|California|Crag Peak|36.1210532|-118.1700823
Mount Florence|Summit|California|Mineral King|36.4062211|-118.5508697
Frog Pond Mountain|Summit|California|Atascadero|35.4443953|-120.7174452
Galley Mountain|Summit|California|Gibbon Peak|35.9053107|-118.8101199
Garcia Mountain|Ridge|California|Pozo Summit|35.2578814|-120.3309808
Gay Mountain|Summit|California|Lopez Mountain|35.2887709|-120.5634256
Goat Peak|Summit|California|Glennville|35.6524484|-118.662384
Gordon Hills|Ridge|California|California Hot Springs|35.9691975|-118.7276382
Granite Knob|Summit|California|Monache Mountain|36.1533741|-118.2248971
Hatchet Peak|Summit|California|California Hot Springs|35.9412123|-118.6560797
Hobo Ridge|Ridge|California|Miracle Hot Springs|35.5293665|-118.562697
Hockett Peak|Summit|California|Hockett Peak|36.2209451|-118.3862821
Hooper Hill|Summit|California|Miracle Hot Springs|35.5670677|-118.5125954
Horn Mountain|Summit|California|Case Mountain|36.4007319|-118.8431518
Huasna Peak|Summit|California|Huasna Peak|35.0363608|-120.3476038
Jackass Peak|Summit|California|Monache Mountain|36.1376798|-118.2076519
Johns Peak|Summit|California|Piute Peak|35.4154726|-118.4679996
Johnson Peak|Summit|California|Johnson Peak|36.4198274|-118.3334759
Jon Hill|Ridge|California|California Hot Springs|35.9196741|-118.7468159
Jordan Peak|Summit|California|Camp Nelson|36.1816066|-118.5979183
King George Peak|Summit|California|Posey|35.8711087|-118.7419184
King George Ridge|Ridge|California|Posey|35.8711597|-118.7418904
King Solomons Ridge|Ridge|California|Piute Peak|35.4661983|-118.3998691
Kingfisher Ridge|Ridge|California|Templeton Mountain|36.2600344|-118.2198397
Lamont Peak|Summit|California|Lamont Peak|35.7920459|-118.0435672
Laura Peak|Summit|California|Lake Isabella South|35.5665478|-118.3838503
Liebel Peak|Summit|California|Lake Isabella South|35.5071726|-118.3980599
Lightner Peak|Summit|California|Miracle Hot Springs|35.5293749|-118.562658
Lion Ridge|Ridge|California|Johnsondale|35.9122835|-118.5750732
Logan Ridge|Ridge|California|Chimney Canyon|35.1171564|-120.1496579
Long Ridge|Ridge|California|Branch Mountain|35.1708005|-120.0763144
Lookout Mountain|Summit|California|Durrwood Creek|36.0577182|-118.3753623
Lopez Mountain|Summit|California|Lopez Mountain|35.3014109|-120.5785537
Los Pelados|Summit|California|Los Machos Hills|35.2435604|-120.1660766
Maggie Mountain|Summit|California|Quinn Peak|36.2636202|-118.6188197
Manzanita Knob|Summit|California|Casa Vieja Meadows|36.208634|-118.3081047
Milk Ranch Peak|Summit|California|Case Mountain|36.4833739|-118.7809353
Mineral Peak|Summit|California|Mineral King|36.4467229|-118.5651305
Monache Mountain|Summit|California|Monache Mountain|36.2053685|-118.1963055
Moses Mountain|Summit|California|Moses Mountain|36.2787221|-118.6808097
Muah Mountain|Summit|California|Cirque Peak|36.4006913|-118.1251398
Needham Mountain|Summit|California|Mineral King|36.4543217|-118.5373524
Newsom Ridge|Ridge|California|Nipomo|35.1064289|-120.4508828
O'Brien Hill|Summit|California|Miracle Hot Springs|35.5242193|-118.5324237
Oak Flat Peak|Summit|California|Globe|36.0197184|-118.7773435
Oak Ridge|Ridge|California|Alta Sierra|35.6787144|-118.5902481
Olancha Peak|Summit|California|Olancha|36.265368|-118.118152
Onyx Peak|Summit|California|Onyx|35.6568928|-118.2265407
Parker Peak|Summit|California|California Hot Springs|35.9723225|-118.6468295
Pilitas Mountain|Summit|California|Branch Mountain|35.1929001|-120.1015199
Pine Mountain|Summit|California|Atascadero|35.4927121|-120.6558386
Pine Mountain|Summit|California|Posey|35.8568026|-118.653303
Pine Mountain|Summit|California|La Panza|35.3143529|-120.2318007
Pine Ridge|Ridge|California|Caldwell Mesa|35.208271|-120.280896
Piney Ridge|Ridge|California|Lopez Mountain|35.2777476|-120.5618223
Pinnell Camp Ridge|Ridge|California|California Hot Springs|35.9226191|-118.7213121
Piute Peak|Summit|California|Piute Peak|35.450888|-118.3913718
Porter Peak|Summit|California|Miranda Pine Mountain|35.0537721|-120.1002603
Potato Hill|Summit|California|Chickencoop Canyon|36.3199067|-118.9442135
Pyramid Hill|Ridge|California|Rio Bravo Ranch|35.4898985|-118.8262322
Quartz Mountain|Summit|California|Miracle Hot Springs|35.5953474|-118.5921674
Quedow Mountain|Summit|California|Fountain Springs|35.9385923|-118.8798464
Quinn Peak|Summit|California|Quinn Peak|36.3345918|-118.589422
Rail Flat Ridge|Ridge|California|Posey|35.823526|-118.7440239
Rankin Peak|Summit|California|Miracle Hot Springs|35.5336811|-118.5243252
Rattlesnake Ridge|Ridge|California|California Hot Springs|35.9668738|-118.7385318
Red Hill|Summit|California|Posey|35.7599107|-118.6910607
Red Mountain|Ridge|California|Piute Peak|35.4726096|-118.4892311
Red Mountain|Summit|California|Alta Sierra|35.6990967|-118.6136245
River Hill|Summit|California|Case Mountain|36.4631104|-118.8203302
Rocky Point|Summit|California|Lake Isabella North|35.6761629|-118.4425726
Round Mountain|Summit|California|Haiwee Pass|36.1892584|-118.0739971
Round Top|Summit|California|Arroyo Grande NE|35.2119148|-120.5215636
Rusty Peak|Summit|California|Morro Bay North|35.4633696|-120.8161647
Saint John Ridge|Ridge|California|Claraville|35.4533185|-118.2727088
Salt Creek Ridge|Ridge|California|Silver City|36.3849662|-118.739074
San Luis Hill|Summit|California|Port San Luis|35.1683388|-120.7653129
Saturday Peak|Summit|California|Democrat Hot Springs|35.5071728|-118.7234534
Schaeffer Mountain|Summit|California|Durrwood Creek|36.0713807|-118.3957798
Sharknose Ridge|Ridge|California|Cirque Peak|36.3919625|-118.1768877
Shell Peak|Summit|California|Chimney Canyon|35.0714972|-120.1903108
Shepherd Peak|Summit|California|Kaweah|36.4912598|-118.8781216
Sherman Peak|Summit|California|Durrwood Creek|36.010115|-118.3907518
Shirley Peak|Summit|California|Alta Sierra|35.7069261|-118.5607594
Slide Hill|Summit|California|Arroyo Grande NE|35.2225867|-120.5326637
Smith Mountain|Summit|California|Monache Mountain|36.1272289|-118.224235
Snail Head|Summit|California|Globe|36.1217318|-118.8123893
Sorrell Peak|Summit|California|Claraville|35.4176105|-118.2889542
Speas Ridge|Ridge|California|Johnsondale|35.944766|-118.5468966
